0.17679661	591891.62676478	1.800965174185651904e+03	55803.43084071
0.18127224	576508.39249216	1.573188704573398581e+03	60149.63366819
0.18586117	561724.04003995	1.915024641806778163e+03	64834.33681246
0.19056627	546725.11964938	1.375059886715087032e+03	69883.90408326
0.19539048	530846.67495299	1.467646725853828457e+03	75326.75261329
0.20033681	513694.14110160	1.576437586572744976e+03	81193.51277947
0.20540836	495284.52200114	1.345796381311564346e+03	87517.20057964
0.21060830	476072.34028308	1.062362375595319691e+03	94333.40343459
0.21593987	456808.70490318	7.357264735970397851e+02	101680.48046115
0.22140642	438335.78194475	8.093676872562956532e+02	109599.77834341
0.22701135	421382.90561989	8.070851541550300681e+02	118135.86401683
0.23275817	406382.26860861	7.640151506638046612e+02	127336.77547480
0.23865047	393264.49875724	6.854751129312097646e+02	137254.29210904
0.24469193	381527.67468519	5.935411854333198107e+02	147944.22610522
0.25088634	370397.49960652	2.361982166059133874e+02	159466.73653371
0.25723756	359127.43719085	6.387039754079788736e+02	171886.66790299
0.26374956	347235.73471678	4.110678795964489609e+02	185273.91508100
0.27042641	334609.08074709	4.998168315409296838e+02	199703.81663816
0.27727228	321597.18854036	5.181052806065438290e+02	215257.57882544
0.28429147	308782.05397807	2.959359271863971799e+02	232022.73257374
0.29148834	296827.77408055	3.773972187963872784e+02	250093.62608618
0.29886740	286025.97650627	3.806620050171308662e+02	269571.95579555
0.30643327	276326.92413690	2.688212766709277162e+02	290567.33867500
0.31419066	267331.49449392	3.973149536142120155e+02	313197.92912252
0.32214443	258527.08714371	4.406947188324669469e+02	337591.08389105
0.33029956	249473.21574091	3.278317859281368101e+02	363884.07880612
0.33866113	240160.05977362	2.950889704581690012e+02	392224.88130438
0.34723438	230850.55342414	1.233599201477234146e+02	422772.98314059
0.35602466	221956.91011482	3.213850531780532265e+02	455700.29794946
0.36503747	213723.39271931	2.449138585013462830e+02	491192.12871313
0.37427844	206147.51399968	2.113923267277409082e+02	529448.21057917
0.38375334	198945.27158445	9.956065078279604563e+01	570683.83489751
0.39346810	191840.36222793	2.709829727909522035e+02	615131.06080209
0.40342879	184692.72233980	8.240507752349166992e+01	663040.02115543
0.41364164	177630.08009400	1.620487637204793998e+02	714680.33020565
0.42411303	170846.20288383	1.410476543159206528e+02	770342.60087766
0.43484950	164486.03683819	1.521106502269012708e+02	830340.08023728
0.44585777	158468.21862224	8.381848355273660900e+01	895010.41233203
0.45714471	152652.68434785	2.499277080942975715e+01	895010.41233203
