2.059400471119691989e-02	2.229055079294782368e-09	5.294190000000000000e+06	1.711789239413692849e+04	1.471136070148087165e+05	5.400321207879419383e-01	2.715392538910733492e+04	1.617775989304058894e+05
2.111534442254153071e-02	2.228684287292197468e-09	5.213330000000000000e+06	1.701636494752576982e+04	1.460779941908975889e+05	-9.007636500416763559e-01	2.600430046695690544e+04	1.226542655855010089e+05
2.164988191151300673e-02	2.228387066605913308e-09	5.130430000000000000e+06	1.689442174407406492e+04	1.448612832173526403e+05	2.031609569398054871e-01	2.487721635544813034e+04	1.499153622981240624e+05
2.219795128144261623e-02	2.228165749953652304e-09	5.050240000000000000e+06	1.678317258138724719e+04	1.437303126859643089e+05	-7.161371554192241806e-01	2.380940897263247462e+04	1.266795102720903378e+05
2.275989509352774331e-02	2.228022664918041814e-09	4.968070000000000000e+06	1.665155939506508730e+04	1.424188859857811767e+05	1.360797391622077690e+00	2.276311518306467769e+04	1.733948737520885188e+05
2.333606458094376543e-02	2.227960122435968264e-09	4.883830000000000000e+06	1.649854879069338131e+04	1.409186582907721750e+05	1.324435157402643393e+00	2.173801692964375979e+04	1.697092521646062378e+05
2.392681986837622010e-02	2.227980403754689553e-09	4.797590000000000000e+06	1.632421272328773193e+04	1.392308263405662437e+05	-8.348712483690080566e-01	2.073498275439903227e+04	1.219197854034912743e+05
2.453253019711047062e-02	2.228085745740009294e-09	4.715050000000000000e+06	1.616726231814765015e+04	1.376857197888111114e+05	1.706506561001766287e-01	1.979286606332492011e+04	1.410633853686204238e+05
2.515357415581952194e-02	2.228278324372175670e-09	4.630430000000000000e+06	1.598826816106055594e+04	1.359472491581428330e+05	7.143237515524278325e-02	1.887043994537393883e+04	1.372952095036652754e+05
2.579033991719426044e-02	2.228560236277603118e-09	4.543660000000000000e+06	1.578638654509379376e+04	1.340090236699510715e+05	1.264197252281316741e+00	1.796763843495512629e+04	1.567236628094055341e+05
2.644322548056403030e-02	2.228933478135370981e-09	4.455110000000000000e+06	1.556388582570712060e+04	1.318911645585459191e+05	-1.899519246014270690e-01	1.708713896445460341e+04	1.286454296263157303e+05
2.711263892065916489e-02	2.229399923783987994e-09	4.371360000000000000e+06	1.536676881953363954e+04	1.299836930657177872e+05	-5.965471003518667270e-02	1.626808708241386921e+04	1.290132250479892245e+05
2.779899864267098078e-02	2.229961298849183340e-09	4.285490000000000000e+06	1.514666736061825031e+04	1.278770192330650752e+05	-2.952174238815635232e-01	1.546705248557808955e+04	1.233108758432317700e+05
2.850273364376864141e-02	2.230619152714791089e-09	4.197450000000000000e+06	1.490296364008286764e+04	1.255670512959832558e+05	1.380629743144715205e+00	1.468414398725516730e+04	1.458404172374073823e+05
2.922428378123635012e-02	2.231374827637415138e-09	4.108010000000000000e+06	1.464094225325616935e+04	1.230994879597793624e+05	1.281666669105431533e-01	1.392387525880637804e+04	1.248840646421787533e+05
2.996410004739846755e-02	2.232229424824584850e-09	4.024640000000000000e+06	1.441397562010082038e+04	1.209231902227000683e+05	9.870684462042503826e-01	1.322466986011137851e+04	1.339768445530843746e+05
3.072264485150441593e-02	2.233183767277626986e-09	3.939170000000000000e+06	1.416387704294337163e+04	1.185492451834484964e+05	-2.690337951454568888e-01	1.254173757313178794e+04	1.151750939264304761e+05
3.150039230874948637e-02	2.234238359211190708e-09	3.851540000000000000e+06	1.389005384043075901e+04	1.159741917578216526e+05	-3.808496328003396769e-01	1.187515337726365033e+04	1.114515439546430716e+05
3.229782853661228303e-02	2.235393341864361353e-09	3.763070000000000000e+06	1.360196050195177122e+04	1.132784435353605950e+05	3.030662885594591072e-01	1.123139366097294260e+04	1.166823003275419032e+05
3.311545195869396857e-02	2.236648445528214508e-09	3.682080000000000000e+06	1.335993951427169304e+04	1.109643970299647044e+05	-6.139248807948931574e-01	1.064712376263449369e+04	1.044278628431808465e+05
3.395377361624925261e-02	2.238002937625547231e-09	3.599050000000000000e+06	1.309525919510487438e+04	1.084598820478886191e+05	4.903694723193120081e-02	1.007709968169743661e+04	1.089540322532309219e+05
3.481331748760378708e-02	2.239455566701261571e-09	3.513910000000000000e+06	1.280733490365818579e+04	1.057619394441641343e+05	5.741762656836963546e-02	9.521360161768474427e+03	1.063086333463555056e+05
3.569462081565769745e-02	2.241004502204068447e-09	3.428690000000000000e+06	1.251098723578311001e+04	1.029946703119360754e+05	9.382822866985928156e-01	8.988303326659797676e+03	1.114282361108149926e+05
3.659823444367987094e-02	2.242647269973822157e-09	3.352300000000000000e+06	1.227146741226756967e+04	1.006945981829949305e+05	-3.151494588654752960e-01	8.511283809890410339e+03	9.801227169605749077e+04
3.752472315960293792e-02	2.244380683390812049e-09	3.273970000000000000e+06	1.201027766239443372e+04	9.821552271857846063e+04	6.721241251564691321e-01	8.046243004623778688e+03	1.036235967588575731e+05
3.847466604903412857e-02	2.246200770191068667e-09	3.193660000000000000e+06	1.172709453440447396e+04	9.555702796395229234e+04	4.036439827120294477e-01	7.593324171021762595e+03	9.862202757436703541e+04
3.944865685720259224e-02	2.248102695015880868e-09	3.114150000000000000e+06	1.144239826635754252e+04	9.288782293047211715e+04	-1.878761761355067561e+00	7.162237027836470588e+03	7.943168587681159261e+04
4.044730436006952617e-02	2.250080677836277786e-09	3.044470000000000000e+06	1.122278669688817536e+04	9.074712874147677212e+04	-2.387460168985432230e+00	6.781510861695601307e+03	7.455654167363644228e+04
4.147123274483295596e-02	2.252127908480073567e-09	2.973030000000000000e+06	1.098318296025273776e+04	8.844396853152236145e+04	-1.101389326034015737e+00	6.410546803187048681e+03	8.138346070845065697e+04
4.252108200006506078e-02	2.254236457590524424e-09	2.899780000000000000e+06	1.072317798117786333e+04	8.597753241878756671e+04	1.186777308175000600e+00	6.049415998812753060e+03	9.315684205388935516e+04
4.359750831572584140e-02	2.256397184465541190e-09	2.828090000000000000e+06	1.046774918868233544e+04	8.354991496564552654e+04	-5.989754100795880998e-01	5.708082170234067235e+03	8.013091410696158709e+04
4.470118449330325039e-02	2.258599642361127590e-09	2.766190000000000000e+06	1.027807867702934891e+04	8.164727028911141679e+04	2.332053656891294457e-01	5.408399773393100986e+03	8.290853813605855976e+04
4.583280036633596843e-02	2.260831981996376491e-09	2.702710000000000000e+06	1.007008684730869936e+04	7.959790251086052740e+04	-8.090170231349497199e-02	5.116390174554889199e+03	7.918397783603899006e+04
4.699306323158186638e-02	2.263080854174504550e-09	2.637640000000000000e+06	9.843612384099498740e+03	7.740320725372902234e+04	-1.226341428133233658e+00	4.832200435295637362e+03	7.147727967088253354e+04
4.818269829110147923e-02	2.265331312624470290e-09	2.576840000000000000e+06	9.642449871872984659e+03	7.540859232708613854e+04	-3.185581492751708432e-01	4.570418363044716898e+03	7.395264831194136059e+04
4.940244910553292373e-02	2.267566718387820154e-09	2.522890000000000000e+06	9.486255591642649961e+03	7.376420072381866339e+04	-5.993530808650058272e-01	4.335554854538470863e+03	7.116567256449180422e+04
5.065307805884147058e-02	2.269768647306233907e-09	2.467580000000000000e+06	9.313642312181034868e+03	7.198987649618202704e+04	-2.664929804109589795e-01	4.106716301354427742e+03	7.089546542933181627e+04
5.193536683483436500e-02	2.271916802420490079e-09	2.410870000000000000e+06	9.124159112450095563e+03	7.008492522160129738e+04	-1.599430607949317573e-01	3.883937935462060523e+03	6.946371630026595085e+04
5.325011690573863699e-02	2.273988933366895077e-09	2.362810000000000000e+06	8.994067662108654986e+03	6.863437167354393750e+04	1.059093536855170381e+00	3.688452381266532029e+03	7.254078775154138566e+04
5.459815003314735793e-02	2.275960765136287170e-09	2.314230000000000000e+06	8.854119407036912889e+03	6.710476806548416789e+04	9.011443313500874241e-01	3.499337769541007674e+03	7.025817645998530497e+04
5.598030878164735047e-02	2.277805938863569358e-09	2.264430000000000000e+06	8.698802048566856683e+03	6.545660156268835999e+04	-1.387268089227795820e-01	3.315163796241686214e+03	6.499669946817942400e+04
5.739745704544951116e-02	2.279495967612403416e-09	2.219230000000000000e+06	8.572860303632945943e+03	6.402711009429846308e+04	1.982576243733204513e-01	3.146883808403285002e+03	6.465100380233136821e+04
5.885048058835081614e-02	2.281000210420033409e-09	2.175030000000000000e+06	8.448808756390939379e+03	6.260809010944646434e+04	3.265126729238759240e-01	2.986826638290211577e+03	6.358332685867483815e+04
6.034028759736549674e-02	2.282285868153251858e-09	2.129710000000000000e+06	8.310133386961904762e+03	6.107829307793473708e+04	3.915862114804648519e-01	2.830962442500951965e+03	6.218685893563716672e+04
6.186780925037152490e-02	2.283318004991601672e-09	2.086970000000000000e+06	8.185650335603490021e+03	5.965095974258353817e+04	4.155374799554403253e-01	2.685488734878587820e+03	6.076688096392370790e+04
6.343400029812708285e-02	2.284059599583368095e-09	2.044270000000000000e+06	8.055558951994600648e+03	5.818096977305426844e+04	-1.739279306330993383e-02	2.545700324922454456e+03	5.813669293410169485e+04
6.503983966102083736e-02	2.284471630098550395e-09	2.000510000000000000e+06	7.911089938996490673e+03	5.660730665629981377e+04	-4.584760897674369090e-02	2.409782416525931694e+03	5.649682389434790093e+04
6.668633104092913655e-02	2.284513197514201274e-09	1.957950000000000000e+06	7.770041296531633634e+03	5.505977021537352266e+04	4.487805824928545184e-01	2.281096235933307071e+03	5.608348191285793291e+04
6.837450354856224044e-02	2.284141691493733312e-09	1.914310000000000000e+06	7.614324838812192866e+03	5.341158661560111796e+04	-2.204700377485933949e+00	2.156113104341649887e+03	4.865800324055671081e+04
7.010541234669211141e-02	2.283313003138593910e-09	1.869860000000000000e+06	7.446030626169865172e+03	5.168138281295677734e+04	2.803040932604318747e-01	2.035273560083451684e+03	5.225187832275289838e+04
7.188013930966342946e-02	2.281981788680979785e-09	1.824670000000000000e+06	7.265732179655727123e+03	4.987699297281004692e+04	-7.987821475116585468e-01	1.918695189835674910e+03	4.834437350865281769e+04
7.369979369960032167e-02	2.280101787825532759e-09	1.778350000000000000e+06	7.070410406160933235e+03	4.798191560053385911e+04	2.046366273440326733e+00	1.805924028764554350e+03	5.167749762539312360e+04
7.556551285973127363e-02	2.277626199914264953e-09	1.731070000000000000e+06	6.861593437469476157e+03	4.601132966385088366e+04	1.240743792849673177e+00	1.697237191354846800e+03	4.811716617401802068e+04
7.747846292526566758e-02	2.274508120365315360e-09	1.682600000000000000e+06	6.637734766589380342e+03	4.395979544890249963e+04	1.819887157453463633e+00	1.592434079324413005e+03	4.685784577895623079e+04
7.943983955226628646e-02	2.270701038902687125e-09	1.633480000000000000e+06	6.403473217545259104e+03	4.186305962112500129e+04	-1.804187606464986882e+00	1.492148036806927848e+03	3.917094462610688061e+04
8.145086866497322498e-02	2.266159399941075142e-09	1.583350000000000000e+06	6.156440199487044993e+03	3.971028208350589557e+04	-1.348104090070055383e+00	1.396014064512063896e+03	3.782830981334186072e+04
8.351280722204648677e-02	2.260839224110719198e-09	1.533090000000000000e+06	5.904018382301353085e+03	3.755365584344891977e+04	-7.257686668424132570e-01	1.304864315332546084e+03	3.660662620889978280e+04
8.562694400220600965e-02	2.254698788304088114e-09	1.482490000000000000e+06	5.645106745787813452e+03	3.538966013352857408e+04	-5.394135906508353839e-01	1.218402200762574921e+03	3.473243742755835410e+04
8.779460040976040658e-02	2.247699359813751234e-09	1.432370000000000000e+06	5.386492988449987024e+03	3.326397149577150412e+04	-1.054714556317446039e+00	1.137192376643317630e+03	3.206455814279256447e+04
9.001713130052758916e-02	2.239805978130219254e-09	1.382750000000000000e+06	5.128761926548722840e+03	3.118202463137162704e+04	2.668574381573803334e-01	1.061030774901321593e+03	3.146516858576793311e+04
9.229592582866381900e-02	2.230988275821593250e-09	1.335020000000000000e+06	4.882530895478670573e+03	2.920901654893422528e+04	3.404652453830894210e-01	9.906640552810866893e+02	2.954630322960770718e+04
9.463240831493022198e-02	2.221221327672162214e-09	1.288660000000000000e+06	4.644062560569968809e+03	2.732143182363152300e+04	-1.260308695060447792e-01	9.253456925872097827e+02	2.720480970140108548e+04
9.702803913693967830e-02	2.210486514982928822e-09	1.243180000000000000e+06	4.410042669371598095e+03	2.549954368491446075e+04	9.464939508776722965e-01	8.644608561886589086e+02	2.631775065606756107e+04
9.948431564194033794e-02	2.198772389713914978e-09	1.202600000000000000e+06	4.208883726345028663e+03	2.390504879200442520e+04	6.584491564770095229e-01	8.100293876457499209e+02	2.443841195902135951e+04
1.020027730827064161e-01	2.186075521067088076e-09	1.161740000000000000e+06	4.003913286317593247e+03	2.232482806559114397e+04	1.963569988074283235e-01	7.586286373705950155e+02	2.247379010803460187e+04
1.045849855771211340e-01	2.172401305274678130e-09	1.127880000000000000e+06	3.845252160093332350e+03	2.103566576616449311e+04	-3.301397135561580654e-01	7.137440097810357429e+02	2.080003052322295844e+04
1.072325670920516449e-01	2.157764717875530254e-09	1.093380000000000000e+06	3.680125922718288166e+03	1.974102511937850795e+04	2.544140722360221929e+00	6.710662836941908154e+02	2.144831217912783541e+04
1.099471724521308702e-01	2.142190986742468126e-09	1.065490000000000000e+06	3.557383172131644642e+03	1.870088366653566118e+04	-9.969284468537797927e-01	6.336699869785798001e+02	1.806916003059925060e+04
1.127304983740767680e-01	2.125716163666239251e-09	1.037260000000000000e+06	3.430138060095801393e+03	1.766113562771431316e+04	1.799008721168597669e+00	5.981220404386440350e+02	1.873716239478659190e+04
1.155842845271954911e-01	2.108387572497348563e-09	1.013310000000000000e+06	3.329074632530632243e+03	1.677878002056570404e+04	-5.840295221661514491e-01	5.661149245425386880e+02	1.644815219169400007e+04
1.185103146207313607e-01	2.090264112761676152e-09	9.892990000000000000e+05	3.225537483796695142e+03	1.590476571358253932e+04	-2.193193114192395488e-01	5.357446334459954187e+02	1.578726656947861011e+04
1.215104175187431967e-01	2.071416399342632079e-09	9.668740000000000000e+05	3.130475611458140065e+03	1.509341968813494168e+04	2.951825484825695289e-01	5.075014970294508885e+02	1.524322527338681357e+04
1.245864683832038911e-01	2.051926721263853637e-09	9.440890000000000000e+05	3.031434821097278018e+03	1.428393576041768029e+04	-7.784818029320482724e-01	4.806304686362996677e+02	1.390977368664961796e+04
1.277403898460376941e-01	2.031888805782644849e-09	9.210180000000000000e+05	2.929233878648308746e+03	1.348198062111057516e+04	-7.123887250342731958e-01	4.551233491147949621e+02	1.315775587870135860e+04
1.309741532108276985e-01	2.011407377836766048e-09	8.966380000000000000e+05	2.817796054944005391e+03	1.266179956998679882e+04	-7.342067803274430204e-01	4.306716296853941230e+02	1.234559753937711321e+04
